content,score,source,app,clean_review,sentiment_score,sentiment_label,cluster
"before i joined, they said they are offering both hindi and english classes. Most of the classes are in hindi and hinglish!...many bugs, I cant able to access the content! I am a learner with an iconic subscription in the app!... has been no response over the email. No proper assistance in technical issues! it's already 24 hrs done after my email to help@unacademy! I have missed my live class and can't even open the recorded session of it!... I see for 2 days, or else I need my money back!",1,PlayStore,Unacademy,before i joined they said they are offering both hindi and english classes most of the classes are in hindi and hinglishmany bugs i cant able to access the content i am a learner with an iconic subscription in the app has been no response over the email no proper assistance in technical issues its already  hrs done after my email to helpunacademy i have missed my live class and cant even open the recorded session of it i see for  days or else i need my money back,-0.6808,Negative,2
bad app interface,3,PlayStore,Unacademy,bad app interface,-0.5423,Negative,1
"this doesn't has layout for tablets , it did better on ipad but on Android tablets it's very annoying to keep moving the 12 inch tablet horizontal to vertical.",1,PlayStore,Unacademy,this doesnt has layout for tablets  it did better on ipad but on android tablets its very annoying to keep moving the  inch tablet horizontal to vertical,-0.4659,Negative,2
I m facing problem to open my result from update section . I have been also raising complaint many time but didn't find any solution. I m very disappoint,2,PlayStore,Unacademy,i m facing problem to open my result from update section  i have been also raising complaint many time but didnt find any solution i m very disappoint,-0.8352,Negative,0
very bad 😞,1,PlayStore,Unacademy,very bad ,-0.5849,Negative,1
supar dupar unacademy India's no.1 online platform,5,PlayStore,Unacademy,supar dupar unacademy indias no online platform,-0.296,Negative,2
worst app .... sare acche teachers ko to nikl dia ...,1,PlayStore,Unacademy,worst app  sare acche teachers ko to nikl dia ,-0.6249,Negative,3
"Feeling guilty for having spent parents' money on this app for study online. Before purchasing the subscription, at least 2 phone calls were coming regularly from the Unacadmy Team but after purchasing, no one is even bothered. Worst app!!!!",1,PlayStore,Unacademy,feeling guilty for having spent parents money on this app for study online before purchasing the subscription at least  phone calls were coming regularly from the unacadmy team but after purchasing no one is even bothered worst app,-0.9194,Negative,3
"I am currently a student at Unacademy Indore, and I’m deeply disappointed with the way things are being handled. At the time of admission, many big promises were made — regular classes, dedicated doubt-clearing sessions, personalized attention — but unfortunately, once the fees are paid, the reality is completely different. The first thing they ask for is full payment of fees, without even allowing students to experience a few classes. But after the payment, the seriousness vanishes. Students",1,PlayStore,Unacademy,i am currently a student at unacademy indore and im deeply disappointed with the way things are being handled at the time of admission many big promises were made  regular classes dedicated doubtclearing sessions personalized attention  but unfortunately once the fees are paid the reality is completely different the first thing they ask for is full payment of fees without even allowing students to experience a few classes but after the payment the seriousness vanishes students,-0.4208,Negative,2
Well the teacher here are just the best have been learning from them since a year but the app experience is just worse and worse I mean continuous glitches and automatic deletion of classes and network issues and what not I think the unacademy team should look after it,3,PlayStore,Unacademy,well the teacher here are just the best have been learning from them since a year but the app experience is just worse and worse i mean continuous glitches and automatic deletion of classes and network issues and what not i think the unacademy team should look after it,-0.7311,Negative,2
"To much compulsory update is annoying, bettry draining, high data consumption, heating problem...plz fix it After downloading one pdf ang login contininues call from unacademy is like torture . After denying that I don't want to buy any course from unacademy they are continuously calling me . It is like Harassment of student in the name of free pdf .",1,PlayStore,Unacademy,to much compulsory update is annoying bettry draining high data consumption heating problemplz fix it after downloading one pdf ang login contininues call from unacademy is like torture  after denying that i dont want to buy any course from unacademy they are continuously calling me  it is like harassment of student in the name of free pdf ,-0.6621,Negative,2
worst thing is about download system,1,PlayStore,Unacademy,worst thing is about download system,-0.6249,Negative,3
"quality of the new smartboard interface is very bad , maximum streaming quality is only 480 p it should be at least 1080p , screenshot button also removed from new smartboard interface, while doing live classes, class get's stuck and each time u have to press go live button.",1,PlayStore,Unacademy,quality of the new smartboard interface is very bad  maximum streaming quality is only  p it should be at least p  screenshot button also removed from new smartboard interface while doing live classes class gets stuck and each time u have to press go live button,-0.6997,Negative,0
"once you enroll your number in any of their test or batches, a bunch of spam numbers will start calling you. they have zero privacy issues.",1,PlayStore,Unacademy,once you enroll your number in any of their test or batches a bunch of spam numbers will start calling you they have zero privacy issues,-0.296,Negative,2
very bad service It's been one month since skc gone but still there is no organic chemistry teacher for cl 12 the syllabus haven't started unacademy pls bring teacher,1,PlayStore,Unacademy,very bad service its been one month since skc gone but still there is no organic chemistry teacher for cl  the syllabus havent started unacademy pls bring teacher,-0.6736,Negative,2
"worst app, money waste , no response.",1,PlayStore,Unacademy,worst app money waste  no response,-0.8442,Negative,3
worst academy ever,1,PlayStore,Unacademy,worst academy ever,-0.6249,Negative,3
full of waste,1,PlayStore,Unacademy,full of waste,-0.4215,Negative,3
hang problem,3,PlayStore,Unacademy,hang problem,-0.4019,Negative,2
Worst education application ever! I had the subscription for SSC non technical exams basically I used for SSC CGL.After expiring my subscription I am looking for renewal my subscription.But I cannot find the payment option for subscription renewal.I really wanted to renewal for repeating my preparation.Whatever the class is live or old recorded classes.After so many customer call and consulting with them no one helped me.So don't installed and don't subscribe for any exam.Worst customer support.,1,PlayStore,Unacademy,worst education application ever i had the subscription for ssc non technical exams basically i used for ssc cglafter expiring my subscription i am looking for renewal my subscriptionbut i cannot find the payment option for subscription renewali really wanted to renewal for repeating my preparationwhatever the class is live or old recorded classesafter so many customer call and consulting with them no one helped meso dont installed and dont subscribe for any examworst customer support,-0.5574,Negative,2
very bad app I. ant join a online class live,1,PlayStore,Unacademy,very bad app i ant join a online class live,-0.3804,Negative,1
bad experience they do not provide PPT Notes and even provide live Maharashtra state judiciary preparation.,1,PlayStore,Unacademy,bad experience they do not provide ppt notes and even provide live maharashtra state judiciary preparation,-0.5423,Negative,1
"Extremely disappointed with Unacademy’s support service. I’ve been trying to get help for a simple issue — just a name correction on my profile — and despite multiple messages through the helpdesk, there has been no proper response or resolution. Even after waiting for hours, I received nothing but automated replies (if any). This level of support is unacceptable, especially for a platform that charges for subscriptions.",1,PlayStore,Unacademy,extremely disappointed with unacademys support service ive been trying to get help for a simple issue  just a name correction on my profile  and despite multiple messages through the helpdesk there has been no proper response or resolution even after waiting for hours i received nothing but automated replies if any this level of support is unacceptable especially for a platform that charges for subscriptions,-0.4933,Negative,2
"I am trying to sign in to this app but I don't want to use my phone number but,my email but I am having a hard time signing in with my email it kept showing that this email id is not registered.what should I do to sing in!",1,PlayStore,Unacademy,i am trying to sign in to this app but i dont want to use my phone number butmy email but i am having a hard time signing in with my email it kept showing that this email id is not registeredwhat should i do to sing in,-0.1238,Negative,2
one of the worst app.....they will give demo on smartboard but after that will teach from tab sitting in the kitchen😅😅....I wasted my money by taking subscription please don't take there subscription...,1,PlayStore,Unacademy,one of the worst appthey will give demo on smartboard but after that will teach from tab sitting in the kitcheni wasted my money by taking subscription please dont take there subscription,-0.5994,Negative,3
"Unacademy you disappointed me with this New update 😭 you can't pause Live class , can't find your older save & download lecture recently I purchased a batch for preparation but this is totally wasted for these newly updates 💔💔",1,PlayStore,Unacademy,unacademy you disappointed me with this new update  you cant pause live class  cant find your older save  download lecture recently i purchased a batch for preparation but this is totally wasted for these newly updates ,-0.6897,Negative,0
"I just sign in the are all everything, I was black many time but they are repeatedly call me other number it's like a irritate for me your service are good but your unwanted calls are bad",1,PlayStore,Unacademy,i just sign in the are all everything i was black many time but they are repeatedly call me other number its like a irritate for me your service are good but your unwanted calls are bad,-0.5023,Negative,2
chemistry faculty is worst 😭 in kakadev,1,PlayStore,Unacademy,chemistry faculty is worst  in kakadev,-0.6249,Negative,3
"worst, money orinetnted teachers and founders.",1,PlayStore,Unacademy,worst money orinetnted teachers and founders,-0.6249,Negative,3
kabhi mat krna koi login itnA presan krta hai ki pucho matt call krke or ekdam bakwas service or fraud hai ye company course bhi koi dhang ka ni hai,1,PlayStore,Unacademy,kabhi mat krna koi login itna presan krta hai ki pucho matt call krke or ekdam bakwas service or fraud hai ye company course bhi koi dhang ka ni hai,-0.5859,Negative,2
Worst app Poor customer service,1,PlayStore,Unacademy,worst app poor customer service,-0.802,Negative,3
High charges & poor services,1,PlayStore,Unacademy,high charges  poor services,-0.6369,Negative,2
"Pathetic,not even a student yet they call almost everyday with different numbers and bother me.I'm not interested in your tests,mocks,study plans,etc.Kindly stop calling and irritating me😡🤬",1,PlayStore,Unacademy,patheticnot even a student yet they call almost everyday with different numbers and bother meim not interested in your testsmocksstudy plansetckindly stop calling and irritating me,-0.8342,Negative,2
"Very bad experience with Unacademy’s referral program. I referred 2 friends successfully, but never received any gift card or proper follow-up. Their support system is extremely poor — slow replies, confusing answers, and even calls get disconnected without resolution. The referral program feels broken and misleading.",1,PlayStore,Unacademy,very bad experience with unacademys referral program i referred  friends successfully but never received any gift card or proper followup their support system is extremely poor  slow replies confusing answers and even calls get disconnected without resolution the referral program feels broken and misleading,-0.9252,Negative,2
Literally the worst application ever. I logged in via my number to check courses. they span called me like 100 times a day and I deleted my account. even after deletion they are continuously calling till today. scammers seriously! what a fraud application!,1,PlayStore,Unacademy,literally the worst application ever i logged in via my number to check courses they span called me like  times a day and i deleted my account even after deletion they are continuously calling till today scammers seriously what a fraud application,-0.7783,Negative,2
worst faculty I didn't understand the concept clearly my learning experience in this app is worst. avoid this app,1,PlayStore,Unacademy,worst faculty i didnt understand the concept clearly my learning experience in this app is worst avoid this app,-0.8271,Negative,3
the worst service,1,PlayStore,Unacademy,the worst service,-0.6249,Negative,3
third class and fraud class,1,PlayStore,Unacademy,third class and fraud class,-0.5859,Negative,2
"⭐ 1 Star (Should be -100). Unacademy is a nightmare. I just logged out, not deactivated, yet they call me every day from new numbers. Explained it a million times, they still blame me. When I finally lose patience, I’m the rude one? You spam me daily and call it promotion? No respect for privacy, just pure harassment. Fix your broken system. This isn’t marketing—it’s madness. 0/10. I want to write even more,in detail,but playstore has a word limit",1,PlayStore,Unacademy,  star should be  unacademy is a nightmare i just logged out not deactivated yet they call me every day from new numbers explained it a million times they still blame me when i finally lose patience im the rude one you spam me daily and call it promotion no respect for privacy just pure harassment fix your broken system this isnt marketingits madness  i want to write even morein detailbut playstore has a word limit,-0.9204,Negative,2
"One of the assistants of Unacademy Platform(Her name was Diksha)called me up and asked me if I had purchased any of their batches. I said ""maybe I can't remember"" and hearing only this she shouted at me so bad and then she said ""don't perform activity on our app"" and yeld at me very very rudely. She also said ""we will always call you and disturb you in the same way"" Their assistants don't even know how to behave and talk.They don't realise that it impacts the trust of students on this platform.",1,PlayStore,Unacademy,one of the assistants of unacademy platformher name was dikshacalled me up and asked me if i had purchased any of their batches i said maybe i cant remember and hearing only this she shouted at me so bad and then she said dont perform activity on our app and yeld at me very very rudely she also said we will always call you and disturb you in the same way their assistants dont even know how to behave and talkthey dont realise that it impacts the trust of students on this platform,-0.8254,Negative,2
"very bad experience ,",1,PlayStore,Unacademy,very bad experience ,-0.5849,Negative,1
I don't know why they have just deactivated my acount.Such a cheap step by them .one of the worst app,1,PlayStore,Unacademy,i dont know why they have just deactivated my acountsuch a cheap step by them one of the worst app,-0.6249,Negative,3
world most worst app,1,PlayStore,Unacademy,world most worst app,-0.659,Negative,3
not having free course everything messy in aap not founding what you are searching only subscription ads are coming,1,PlayStore,Unacademy,not having free course everything messy in aap not founding what you are searching only subscription ads are coming,-0.6372,Negative,2
"the app is not working in my tab I don't know what happened suddenly, it crashes every time . really disappointed",2,PlayStore,Unacademy,the app is not working in my tab i dont know what happened suddenly it crashes every time  really disappointed,-0.5256,Negative,2
worst app don't take subscription,1,PlayStore,Unacademy,worst app dont take subscription,-0.6249,Negative,3
"very bad app, lags a lot",1,PlayStore,Unacademy,very bad app lags a lot,-0.762,Negative,1
"worst app ever, 😡😡😡😡 too much adds while using 😡😡😡 and high data consumption pw app is faar better, 😡😡😡😡😡😡😡😡😡😡😡",1,PlayStore,Unacademy,worst app ever  too much adds while using  and high data consumption pw app is faar better ,-0.296,Negative,3
good app but just need only quality problem rectified,5,PlayStore,Unacademy,good app but just need only quality problem rectified,-0.3818,Negative,2
lagging problem in live class,1,PlayStore,Unacademy,lagging problem in live class,-0.5859,Negative,2
unacademy me jab tak subscription nhi liya tab tak pura support kar rhe hai ab jab subscription le liya or jab problem aa rhi hai to koi bhi problem solve nhi kar rha hai esliye I hate unacademy meri class chal nhi ri hai 4-5 bar unacademy ko call kar diya but vo time pass kar ke call disconnect kar dete hai,1,PlayStore,Unacademy,unacademy me jab tak subscription nhi liya tab tak pura support kar rhe hai ab jab subscription le liya or jab problem aa rhi hai to koi bhi problem solve nhi kar rha hai esliye i hate unacademy meri class chal nhi ri hai  bar unacademy ko call kar diya but vo time pass kar ke call disconnect kar dete hai,-0.4215,Negative,2
"never but iconic subscription, pehle bhot features dikhayenge books milegi, personal mentor appoint hoga fully support milega but subscription lene k bad to books mili hai, na mentor free hota hai na to doubt vala option available hai, na koi helpline me jvab deta hai, books k liye kai bar mail dala but no reply. if you want to purchase than go for plus don't enroll for iconic",1,PlayStore,Unacademy,never but iconic subscription pehle bhot features dikhayenge books milegi personal mentor appoint hoga fully support milega but subscription lene k bad to books mili hai na mentor free hota hai na to doubt vala option available hai na koi helpline me jvab deta hai books k liye kai bar mail dala but no reply if you want to purchase than go for plus dont enroll for iconic,-0.2289,Negative,2
"i am unable to access plus features after buying Phoenix 3.0 batch, there is no help line number that can be contacted, i have wrote an email, i dont know when will they fix this problem.",1,PlayStore,Unacademy,i am unable to access plus features after buying phoenix  batch there is no help line number that can be contacted i have wrote an email i dont know when will they fix this problem,-0.3237,Negative,2
this is letrrly amngggg no wrds to this,5,PlayStore,Unacademy,this is letrrly amngggg no wrds to this,-0.296,Negative,2
worst tech team ever They have so many tach issues its really disturbing best teachers team and worst tech team really want to give 1 star rating,2,PlayStore,Unacademy,worst tech team ever they have so many tach issues its really disturbing best teachers team and worst tech team really want to give  star rating,-0.7732,Negative,3
very bad because not work helps and support 👎👎,1,PlayStore,Unacademy,very bad because not work helps and support ,-0.5068,Negative,1
not good 😓😓😓😓 not satisfied with teachers,1,PlayStore,Unacademy,not good  not satisfied with teachers,-0.1079,Negative,2
so many connecting problems occur,1,PlayStore,Unacademy,so many connecting problems occur,-0.4522,Negative,2
very poor 😡👎👎,1,PlayStore,Unacademy,very poor ,-0.5256,Negative,2
worst interface,1,PlayStore,Unacademy,worst interface,-0.6249,Negative,3
bhut achha app hai m offline v jati hu sath m,5,PlayStore,Unacademy,bhut achha app hai m offline v jati hu sath m,-0.128,Negative,2
worst tech team,1,PlayStore,Unacademy,worst tech team,-0.6249,Negative,3
worst when it comes to customer care and,1,PlayStore,Unacademy,worst when it comes to customer care and,-0.2263,Negative,3
price is too high quality is not that much good,1,PlayStore,Unacademy,price is too high quality is not that much good,-0.3412,Negative,2
waste app.this only have in Hindi not English,1,PlayStore,Unacademy,waste appthis only have in hindi not english,-0.4215,Negative,2
"bhai please koi bhi is platform ka iconic batch mat lena ...iconic me 2 hi chize hai 1 mentor or 2 physical books oor ye books kuchh kam ki nhi hai inse padh ke ulta oor confused ho joge , bahut sari, dates galt hai facts galat hai, printing mistake Bhosari hai in short mera pehla experience hi polity ke satha tha oor usi me galtiya or mentor se kuchh kas fayda hone val nhi hai , faculties kafi achcha hai ❗ pr ye iconic ke nam pr bas chuna hi Lage ga .. yah Mera experience hai. 😞",1,PlayStore,Unacademy,bhai please koi bhi is platform ka iconic batch mat lena iconic me  hi chize hai  mentor or  physical books oor ye books kuchh kam ki nhi hai inse padh ke ulta oor confused ho joge  bahut sari dates galt hai facts galat hai printing mistake bhosari hai in short mera pehla experience hi polity ke satha tha oor usi me galtiya or mentor se kuchh kas fayda hone val nhi hai  faculties kafi achcha hai  pr ye iconic ke nam pr bas chuna hi lage ga  yah mera experience hai ,-0.34,Negative,2
"unacademy is execrable app ,i bought unacademy subscription for 3 years on June 2023 to June 2026 , initially 1.5 years experience was good but after that suddenly out of nowhere I'm not able to access any plus classes there and my profile is not available there it's demonstrating that you have to take subscription to get plus classes and i have been trying to reach them out but nobody is actually responding from unacademy, they aren't giving access to my account, fraudulent faculty",1,PlayStore,Unacademy,unacademy is execrable app i bought unacademy subscription for  years on june  to june   initially  years experience was good but after that suddenly out of nowhere im not able to access any plus classes there and my profile is not available there its demonstrating that you have to take subscription to get plus classes and i have been trying to reach them out but nobody is actually responding from unacademy they arent giving access to my account fraudulent faculty,-0.696,Negative,2
Class recording quality not good,1,PlayStore,Unacademy,class recording quality not good,-0.3412,Negative,2
"worst behavior! 😡 They don't pickup the call, and also they remove super 6 batch from online...worst experience in joining dual batch",1,PlayStore,Unacademy,worst behavior  they dont pickup the call and also they remove super  batch from onlineworst experience in joining dual batch,-0.0516,Negative,2
very dirty app,1,PlayStore,Unacademy,very dirty app,-0.4927,Negative,2
No recordings available. it is a downgrade of features.,1,PlayStore,Unacademy,no recordings available it is a downgrade of features,-0.296,Negative,2
worst app.i think bufferacademy could be the better name for this app,1,PlayStore,Unacademy,worst appi think bufferacademy could be the better name for this app,-0.296,Negative,3
"इस ऐप्लिकेशन पर Subscription लेने के बाद आपको कोई Helpline No की सुविधा नही मिलेगी । आप कोई complain नही कर सकते क्योंकि Application पर कोई सुविधा नहीं है । Books के लिए eligible है फिर भी Book कब तक आयेगी कोई पता नही . एक Student ने Nov 2024 मे subscribe किया था , उसके June 2025 तक Books नहीं आये, मुझे एक यही Place मिला जहाँ मे कुछ बोल सकता हूं। अगर मेरे Book इस week आ गये तो मे इस comment को Delete करूंगा नहीं तो यही बार बार में copy Paste करूंगा . Thank you",1,PlayStore,Unacademy,   subscription      helpline no        complain     application       books   eligible    book         student  nov   subscribe     june   books      place          book  week      comment  delete        copy paste   thank you,-0.296,Negative,2
"teachers are vey good but team is not supporting I have one qurey which they are not solving, I am calling them since 2 days .",3,PlayStore,Unacademy,teachers are vey good but team is not supporting i have one qurey which they are not solving i am calling them since  days ,-0.5737,Negative,2
very bad app,1,PlayStore,Unacademy,very bad app,-0.5849,Negative,1
this is disturbing ad my youtube page,1,PlayStore,Unacademy,this is disturbing ad my youtube page,-0.5106,Negative,2
"The app has gone from one of the best to the worst , added smart board features that don't even work properly as class gets stuck every 10 minutes without any reason ( I use wifi with speed 120 to 180 mbps ) and after smart board session is over no class pdf is found in the course but when I raised the problem in unacademy helpdesk they said there is no problem found.",1,PlayStore,Unacademy,the app has gone from one of the best to the worst  added smart board features that dont even work properly as class gets stuck every  minutes without any reason  i use wifi with speed  to  mbps  and after smart board session is over no class pdf is found in the course but when i raised the problem in unacademy helpdesk they said there is no problem found,-0.85,Negative,2
in starting I was confused how to use this app. but after using it for a long time it has become a piece of cake,4,PlayStore,Unacademy,in starting i was confused how to use this app but after using it for a long time it has become a piece of cake,-0.1655,Negative,2
In this platform educators are good 👍 but the services of unacademy are literally too bad 😞😞😞. they say to solve my problem but it had been more than one and half months but they couldn't. I take subscription of 18 month with extention of 4 months but they didn't extend it and now say they solve the problem in shortly time period which is already too long(50 days)😰😰😰. I think unacademy really didn't care about aspirants time😡😡😡😡. Unacademy your service's are too bad,3,PlayStore,Unacademy,in this platform educators are good  but the services of unacademy are literally too bad  they say to solve my problem but it had been more than one and half months but they couldnt i take subscription of  month with extention of  months but they didnt extend it and now say they solve the problem in shortly time period which is already too long days i think unacademy really didnt care about aspirants time unacademy your services are too bad,-0.9577,Negative,2
"worst institute ever seen , low standerd mentality people are running the so call educational institutes, I don't find its a educational platform any more it's a begger company 😂",1,PlayStore,Unacademy,worst institute ever seen  low standerd mentality people are running the so call educational institutes i dont find its a educational platform any more its a begger company ,-0.7351,Negative,3
"the technical team don't perform their duty well , forcing teacher to do class on smart board even if in whole lecture the class don't function well and there are constant lags and the students have to face problem , also after this class which happened yesterday, the notes pdf was not uploaded, and even after this they deny that there was any problem and set the setup of smart board for teacher to waste our time, pls work on technical team",1,PlayStore,Unacademy,the technical team dont perform their duty well  forcing teacher to do class on smart board even if in whole lecture the class dont function well and there are constant lags and the students have to face problem  also after this class which happened yesterday the notes pdf was not uploaded and even after this they deny that there was any problem and set the setup of smart board for teacher to waste our time pls work on technical team,-0.4939,Negative,2
Unacademy is ruining by shifting to smart board.The smart board is least interactive and classes dont work properly.Frequent glitches are there. Pen tab was way better and it was the reason i subscripted to uc plus but now its all useless as the classes dont work. A lot of data is consumed in it . All the students want pen tab but i dont understand that why uc isnt listening to anyone. The classes are time wasting and the support doesnt listen to us. Our studies are getting affected !!!!!,1,PlayStore,Unacademy,unacademy is ruining by shifting to smart boardthe smart board is least interactive and classes dont work properlyfrequent glitches are there pen tab was way better and it was the reason i subscripted to uc plus but now its all useless as the classes dont work a lot of data is consumed in it  all the students want pen tab but i dont understand that why uc isnt listening to anyone the classes are time wasting and the support doesnt listen to us our studies are getting affected ,-0.25,Negative,2
this app gets creepier....I Uninstalled this app cuz I did not find this useful many days ago but they still haunt me...asking y I hv deleted this app,1,PlayStore,Unacademy,this app gets creepieri uninstalled this app cuz i did not find this useful many days ago but they still haunt measking y i hv deleted this app,-0.3319,Negative,2
"na yha mentor se baat hoti or na yha pr koi ykeen ke layak, kyunki yha mentor ke pass time nhi hota wo busy hota h or yha agr kisi ka code use krke mentorship m add hone ke liye screenshot bhejo to ignore kr dete h......mene AKALIVE code use kiya tha 13 june ko or aaj 20 june h mene whatsapp pr or mail pr na jane kitne msg kiye pr akansha mam mujhe continously ignore krri h.......yha kisi ko ye nhi dikhta ki kisi ke parents kese apne bccho ko pdha rhe h orkisi bcche ki life spoil ho skti h puri",1,PlayStore,Unacademy,na yha mentor se baat hoti or na yha pr koi ykeen ke layak kyunki yha mentor ke pass time nhi hota wo busy hota h or yha agr kisi ka code use krke mentorship m add hone ke liye screenshot bhejo to ignore kr dete hmene akalive code use kiya tha  june ko or aaj  june h mene whatsapp pr or mail pr na jane kitne msg kiye pr akansha mam mujhe continously ignore krri hyha kisi ko ye nhi dikhta ki kisi ke parents kese apne bccho ko pdha rhe h orkisi bcche ki life spoil ho skti h puri,-0.6124,Negative,2
"The app is losing its pen tab identity on plus.They are shifting to smart board which doesn't work , has low fps, and time delay of few seconds. There is no proper interaction with teachers , instead the smart board gets covered by the teachers making it difficult to view the screen .Teachers used to teach 15-20 slides in one class but the big board has reduced their speed and hence the number of questions per class. ""Students demanded to study on sb"" is the reason given but that isn't reality.",1,PlayStore,Unacademy,the app is losing its pen tab identity on plusthey are shifting to smart board which doesnt work  has low fps and time delay of few seconds there is no proper interaction with teachers  instead the smart board gets covered by the teachers making it difficult to view the screen teachers used to teach  slides in one class but the big board has reduced their speed and hence the number of questions per class students demanded to study on sb is the reason given but that isnt reality,-0.3804,Negative,2
jin teacher k liye join karo unko academy nikl deti h not good for banking exam,1,PlayStore,Unacademy,jin teacher k liye join karo unko academy nikl deti h not good for banking exam,-0.0531,Negative,2
"I took a subscription last year and my subscription ended so what's the point of calling me per day? Too many phone calls from unacademy, at least 3 calls per day. Please stop calling me!! It's disturbing me a lot.",1,PlayStore,Unacademy,i took a subscription last year and my subscription ended so whats the point of calling me per day too many phone calls from unacademy at least  calls per day please stop calling me its disturbing me a lot,-0.4939,Negative,2
Constantly disturbed by the telecallers. Rather invest in teachers than draining money to hire people to do cold calling.,1,PlayStore,Unacademy,constantly disturbed by the telecallers rather invest in teachers than draining money to hire people to do cold calling,-0.3818,Negative,2
smart board is very bad.. scammers,1,PlayStore,Unacademy,smart board is very bad scammers,-0.2716,Negative,1
joined for jee to get a new experience and expected smooth classes but there are no notice before change in something of management no opinion of student matters they do what they feel like I don't know why the shifted from pen tab to smart board very poor decision making by administrators of uc and a poor decision as well,1,PlayStore,Unacademy,joined for jee to get a new experience and expected smooth classes but there are no notice before change in something of management no opinion of student matters they do what they feel like i dont know why the shifted from pen tab to smart board very poor decision making by administrators of uc and a poor decision as well,-0.7335,Negative,2
"Shifting from pen tab to smartboard is the worst decision that unacademy has taken, productivity of the class decreased, doubt clearing effectiveness decreased, interaction between student and teacher also reduced and many more problems, these all problems are faced by 90% students, if they want to experiment with smartboard then they should start with 11th, atleast don't implement this on droppers because this is our last and final year",1,PlayStore,Unacademy,shifting from pen tab to smartboard is the worst decision that unacademy has taken productivity of the class decreased doubt clearing effectiveness decreased interaction between student and teacher also reduced and many more problems these all problems are faced by  students if they want to experiment with smartboard then they should start with th atleast dont implement this on droppers because this is our last and final year,-0.9059,Negative,2
"They recently removed the pen-tab way and switched to smartboard, explicitly degrading the user experience to the highest order. Worst change ever, considering the other unnecessary changes in planner or calendar which were neither needed nor helping in any way. Would have given 0 stars if play store allowed it. The bad experience is forcing me to leave the platform.",1,PlayStore,Unacademy,they recently removed the pentab way and switched to smartboard explicitly degrading the user experience to the highest order worst change ever considering the other unnecessary changes in planner or calendar which were neither needed nor helping in any way would have given  stars if play store allowed it the bad experience is forcing me to leave the platform,-0.8605,Negative,2
worst appp...😐,1,PlayStore,Unacademy,worst appp,-0.6249,Negative,3
"the sudden change from pen tab the most efficiency manner to pentab manner completely destroying the rhythm and flow of class and the customer care is very decently worst, all replies are pre written can't even express real problem and the customer care no. never respond",1,PlayStore,Unacademy,the sudden change from pen tab the most efficiency manner to pentab manner completely destroying the rhythm and flow of class and the customer care is very decently worst all replies are pre written cant even express real problem and the customer care no never respond,-0.6096,Negative,2
using smart board with worst quality and have worst customer support raising ticket for books for 2 months and now it got resolved after contacting the director,1,PlayStore,Unacademy,using smart board with worst quality and have worst customer support raising ticket for books for  months and now it got resolved after contacting the director,-0.4767,Negative,3
very bad appp,1,PlayStore,Unacademy,very bad appp,-0.5849,Negative,1
yah app worst worst worst hai agar aap usko bar bar aap agar usko is app ke kisi ko bhi phone laga do aur vahan se bar bar phone aate rahata hai and date ki kya bolte aapane admission kyon nahin kar Paya kya dikkat a gai hamare ko personal problem ko kuch pata hi nahin hai Ande set ki kyon nahin karvaya abhi pichhle to humse baat ki thi to main jyada nahin bolna chahungi lekin worst worst worst worse was set ever ever ever ever ever ever ever education app I saw.,1,PlayStore,Unacademy,yah app worst worst worst hai agar aap usko bar bar aap agar usko is app ke kisi ko bhi phone laga do aur vahan se bar bar phone aate rahata hai and date ki kya bolte aapane admission kyon nahin kar paya kya dikkat a gai hamare ko personal problem ko kuch pata hi nahin hai ande set ki kyon nahin karvaya abhi pichhle to humse baat ki thi to main jyada nahin bolna chahungi lekin worst worst worst worse was set ever ever ever ever ever ever ever education app i saw,-0.9854,Negative,3
damn this app,1,PlayStore,Unacademy,damn this app,-0.4019,Negative,2
worst app. They did something bad with my acc that I can't see my course from pc/android tv. just within few hours of difference( I mean I was able to see few hours ago then suddenly did something wrong). they made me force to use the mobile screen only. I have eye problems so doctor advised me not to use mobile much. and using small screen also cause my eye pain. they just do fake promises to buy courses later they don't care. better to go other learning apps,1,PlayStore,Unacademy,worst app they did something bad with my acc that i cant see my course from pcandroid tv just within few hours of difference i mean i was able to see few hours ago then suddenly did something wrong they made me force to use the mobile screen only i have eye problems so doctor advised me not to use mobile much and using small screen also cause my eye pain they just do fake promises to buy courses later they dont care better to go other learning apps,-0.9692,Negative,2
Not Here Free Batch,1,PlayStore,Unacademy,not here free batch,-0.4023,Negative,2
not a good app no notes available,1,PlayStore,Unacademy,not a good app no notes available,-0.1326,Negative,2
"They offer excellent faculty, high-quality content, and the unique flexibility to enroll in different batches of the same course-a much-needed and distinguishing feature. However, the frequent changes in the fee structure are quite disappointing, making it feel unfair and somewhat deceptive to students.",5,PlayStore,Unacademy,they offer excellent faculty highquality content and the unique flexibility to enroll in different batches of the same coursea muchneeded and distinguishing feature however the frequent changes in the fee structure are quite disappointing making it feel unfair and somewhat deceptive to students,-0.1263,Negative,2
